Title,Description,Keywords,Reward,CreationTime,MaxAssignments,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.feedback,Answer.q_question-3D-0,Answer.q_question-3D-1,Answer.q_question-3D-2,Answer.q_question-3D-3,Answer.q_question-3D-4,Answer.q_question-3D-5,Answer.q_question-3D-6,Answer.q_question-stacked-1,Answer.q_question-stacked-2,Answer.q_question-stacked-3,Answer.q_question-stacked-4,Answer.q_question-stacked-5,Answer.q_question-stacked-6,Answer.tm,Approve,Reject
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Tue Jan 23 17:11:56 PST 2024,30,3600,86400,Tue Jan 30 17:11:56 PST 2024,,,3270,Submitted,Wed Jan 24 00:12:51 PST 2024,Wed Jan 24 01:01:50 PST 2024,Thu Jan 25 01:01:50 PST 2024,,,,2939,100% (7/7),0% (0/0),0% (0/0),none,elephant,A,two,two,A,one,three,A,one,two,B,one,three,2381.354,,
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Tue Jan 23 17:11:56 PST 2024,30,3600,86400,Tue Jan 30 17:11:56 PST 2024,,,3271,Submitted,Tue Jan 23 19:05:12 PST 2024,Tue Jan 23 19:28:31 PST 2024,Wed Jan 24 19:28:31 PST 2024,,,,1399,100% (1/1),0% (0/0),0% (0/0),{},elephant,B,one,one,A,two,three,A,one,two,B,one,three,533.061,,
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Tue Jan 23 17:11:56 PST 2024,30,3600,86400,Tue Jan 30 17:11:56 PST 2024,,,3272,Submitted,Tue Jan 23 18:49:04 PST 2024,Tue Jan 23 18:55:50 PST 2024,Wed Jan 24 18:55:50 PST 2024,,,,406,0% (0/0),0% (0/0),0% (0/0),NICE,Z,B,one,two,A,one,one,A,one,two,B,one,three,192.449,,
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Tue Jan 23 17:11:56 PST 2024,30,3600,86400,Tue Jan 30 17:11:56 PST 2024,,,3273,Submitted,Tue Jan 23 17:26:31 PST 2024,Tue Jan 23 17:58:25 PST 2024,Wed Jan 24 17:58:25 PST 2024,,,,1914,0% (0/0),0% (0/0),0% (0/0),"After I had issue with not being able to drag the point to reveal the names of the axis, the rest of the questions did not show the graphs. So, I had to guess the rest of the answers for the questions.","Don't know, it won't allow me to drag and reveal.",B,one,one,B,three,three,A,one,two,B,one,three,1749.144,,
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Tue Jan 23 17:11:56 PST 2024,30,3600,86400,Tue Jan 30 17:11:56 PST 2024,,,3274,Submitted,Wed Jan 24 04:30:47 PST 2024,Wed Jan 24 04:36:43 PST 2024,Thu Jan 25 04:36:43 PST 2024,,,,356,100% (13/13),100% (1/1),0% (0/0),{},n,A,two,one,B,two,three,A,one,two,B,one,three,181.663,,
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Tue Jan 23 17:11:56 PST 2024,30,3600,86400,Tue Jan 30 17:11:56 PST 2024,,,3275,Submitted,Tue Jan 23 19:26:17 PST 2024,Tue Jan 23 19:30:52 PST 2024,Wed Jan 24 19:30:52 PST 2024,,,,275,0% (0/0),0% (0/0),0% (0/0),good,y,A,three,one,C,three,three,B,one,three,B,one,one,144.088,,
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Tue Jan 23 17:11:56 PST 2024,30,3600,86400,Tue Jan 30 17:11:56 PST 2024,,,3276,Submitted,Tue Jan 23 17:36:57 PST 2024,Tue Jan 23 17:52:48 PST 2024,Wed Jan 24 17:52:48 PST 2024,,,,951,100% (170/170),0% (0/0),0% (0/0),"The 3d bar charts didn't load properly, but I answered to the best of my ability. I tried inspecting element to see if there were any errors but I'm not that proficient at reading code, although one thing that seemed off was D=NaN,Nan,NaN",a,B,one,two,A,two,one,A,one,two,B,one,three,671.381,,
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Tue Jan 23 17:11:56 PST 2024,30,3600,86400,Tue Jan 30 17:11:56 PST 2024,,,3277,Submitted,Tue Jan 23 20:12:38 PST 2024,Tue Jan 23 20:19:14 PST 2024,Wed Jan 24 20:19:14 PST 2024,,,,396,100% (137/137),0% (0/0),0% (0/0),Technical error: can not see any of the 3D charts. I am on chrome browser.,NOTE: Can't see the 3D chart in chrome browser,none,none,none,none,none,none,A,one,two,B,one,one,383.541,,
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Tue Jan 23 17:11:56 PST 2024,30,3600,86400,Tue Jan 30 17:11:56 PST 2024,,,3278,Submitted,Tue Jan 23 17:14:17 PST 2024,Tue Jan 23 17:27:03 PST 2024,Wed Jan 24 17:27:03 PST 2024,,,,766,0% (0/0),0% (0/0),0% (0/0),Thank you!,A,B,three,two,B,one,three,A,one,two,B,one,three,604.746,,
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Tue Jan 23 17:11:56 PST 2024,30,3600,86400,Tue Jan 30 17:11:56 PST 2024,,,3279,Submitted,Tue Jan 23 21:00:15 PST 2024,Tue Jan 23 21:12:36 PST 2024,Wed Jan 24 21:12:36 PST 2024,,,,741,100% (121/121),0% (0/0),0% (0/0),I think my 3D charts may not have been working properly. I could only see the proposal color and move the word around.,one,A,one,two,A,two,one,A,one,two,B,one,three,673.972,,
